videoId,background_lightning_ratio
aircAruvnKk,0.1090436645430808
_QdPW8JrYzQ,0.4843922663160257
OWJCfOvochA,3.867515210157477
ZS_kXvOeQ5Y,0.2732666232508097
x7qPAY9JqE4,0.5359521021403499
9AThycGCakk,2.3816789413519994
-ruC5A9EzzE,2.7059428819956195
Lj1a8rdX6DU,2.3032861157915807
Zh3Yz3PiXZw,2.6807175399746233
bNpx7gpSqbY,1.0447280506502117
kUr_gdKQ8j4,2.1846108347587685
h0e2HAPTGF4,1.9340264533129246
0hVuCWfyHP4,2.540119760590741
QHydkEARVKE,5.877429547404548
nKW8Ndu7Mjw,0.5952457478417829
BR9h47Jtqyw,0.09220982453816787
w82a1FT5o88,2.3469440531495813
pvf0zSh3rDo,1.6313168461749679
MfF750YVDxM,1.1455710293042383
OoEpfb6yga8,0.6447806199813868
e8QY0NDWqzk,1.5338965114783971
EtJy69cEOtQ,3.9994303920430214
rmf04ylI2K0,0.3642615691874046
XZmGGAbHqa0,3.6165739820613547
QxuibIaQmsw,3.2599988305586196
uAWWhEA57bE,0.29628947338673195
4DgTLaFNQq0,4.896235853976577
YFl2mCHdv24,1.0182460500663886
dspdToaROn8,1.1202728459399982
FHVuRxJpiwI,1.0672363463161225
bcjSe0xCHbE,1.4555450856420056
9s-vSeWej1U,0.9104762292408906
1z0ULvg_pW8,6.527706519360562
BgQFJ_UNIgw,1.3212333146556123
2-Ol7ZB0MmU,0.09015748612133732
711VklH-4fA,1.106733373856012
d4EgbgTm0Bg,0.25344637037514295
yuD34tEpRFw,1.100174428191013
wCrtk-pyP0I,2.0065021872691933
AD3K8j12EIE,0.3225504982299675
kqSzLo9fenk,0.05111660641288493
aDW44NPhNw0,0.14292782426522538
qWcfiPi9gUU,1.2038198297249825
FTr3n7uBIuE,0.8409542069111591
TnUYcTuZJpM,1.51737499045278
trWrEWfhTVg,2.4849221628466047
IpGxLWOIZy4,0.3212317418411516
0JDoll8OEFE,2.728089127490493
liJbB_0eCTo,2.045345001359109
lfo8XHGFAIQ,2.390092411210404
G7oolm0jU8I,0.27941476515575053
63NTeLmDANo,1.6404754157627774
kJzSzGbfc0k,1.2736820888216687
XKu_SEDAykw,0.6412257706980161
5F28PzoeDn4,1.5629726126597063
SAsWFgpvYhA,1.8489182419372707
t6rHHnABoT8,1.5061510987001765
3FxdPlqTVXw,2.673188317246509
c8_BIamLESg,2.935655001962952
rojft7g2BSI,0.24335508770887518
E39GIysMevQ,2.7395517459421663
-Yh2QGJBd2U,2.3952779199165795
TRzBk_KuIaM,1.2361929728954562
ssdyoPpDEys,2.2937000413232704
I1hFKCFT8bQ,2.671236172425623
ZPw9dSV6y2c,1.961666889392462
78-1MlkxyqI,1.8016532636487137
_4ruHJFsb4g,2.6972244475189697
R0bVxbRCd-U,1.7060505099346683
j6B-HYsvkvo,1.3798126978133816
MTY1Kje0yLg,3.049727136382675
mV_Z3Zx0xIs,2.0752733750533654
P4Rzd21U-1c,1.8579641303198657
bjMqJ--aUJ8,1.503753835793186
ZZZ7k8cMA-4,2.235570387458824
NtxZeDYuEZI,1.092096618465483
Yl_FJAOcFgQ,1.5002850076590526
ghMZe9NRAgY,0.8975028388959012
R1vskiVDwl4,0.6602252508281948
M624T3PTggU,1.7392596557782358
AL1-Xd2HTWU,6.510377224309593
kLBDuWvcy7U,4.2022656306143755
esmzYhuFnds,2.019744011164121
zn1SJOPgewo,0.8344008402281158
Y30VF3cSIYQ,2.6134390571533666
D1R-jKKp3NA,3.209017429721986
mbDipVRt5aE,0.3174024193524264
TUSxq7KoTsM,1.0385346057535811
XIXvKKEQQJo,0.559173752383731
aDhTeLWJBxI,2.1597701569357635
4yzaG0Ia_fs,3.576069098728617
KzG-mJgj-E4,5.7545684436901
Q0jeohWnmAQ,3.375331180195095
a5ZwNfzusLQ,2.8407462624841244
i1AHCaokqhg,0.9825211751673829
9tnLXvr6cLM,2.658877608647497
wlk1DLm-BjU,4.614353887144741
q9tYsvRg1as,1.4006802187028593
gIR65Mz8mHQ,4.418076604108026
7UeRnuGo-pg,2.800611173756754
zORUUqJd81M,0.7395347764999479
q7prQTS_N3Y,0.855336431785562
1-JAx3nUwms,0.37185747408990616
8FHBh_OmdsM,0.9390443182504585
d0yGdNEWdn0,2.434911745337286
w7BMaG3zyVo,2.151207136543794
LIEuU8CZjGQ,1.7366196452125615
wcKyq-e-Soo,0.9273459115514199
tI8ijLpZaHk,2.233053035806529
HEdPX8pt_DQ,1.220489724501388
pkdgVYehiTE,0.2501245648972562
7bE2mI4ePeU,1.6186965518977763
aJdUVRAKmB8,5.060364661740394
G2_Q9FoD-oQ,2.0930692129902586
XF3P3KRn7EM,3.7092111750575394
rc57xiKQal8,3.921129406979405
kE7D7qFayVg,2.3038969361435404
X5846PYLWIY,2.2392901538698156
DxbMzZ5a2Zg,0.9320328820876135
pynDvIsLoU0,0.9882388949641683
MHTa3aDczCk,2.6162264915273834
wKpZXVz-Jvs,6.5045524923483695
QoqohmccTSc,1.7012107787021216
qiN67V5q3C4,3.5249357106452126
w-eX4sZi-Zs,2.22640995480325
Nn-_8IniOVk,2.3162790245485145
QaoVWtLX038,1.5976112508134728
cC0KxNeLp1E,0.9766833755978895
MmfikLimeQ8,1.020794964004197
MdZAMSyn_As,0.7649383665726834
677ZtSMr4-4,0.5170379769866315
bKjH8WhSu_E,0.8899461776859279
KMX1mFEmM3E,0.11114966276466516
LooL6_chvN4,0.846284232528448
0NAvTEQ9eXQ,2.541173869720185
Qmla9NLFBvU,2.558304952816083
fvPddKyHxpQ,0.3955698508909419
SWZ_4YBFBhs,0.21994124696752587
uD3p_rZPBUQ,1.2029372301351013
r6UcW9xLxwo,1.8161559023889204
CMGpPI0QocY,2.467106464834477
GhlLtd19szw,1.4254361569421745
CIx0a1vcYPc,0.7927764647420411
pasyRUj7UwM,2.621172223184762
iphcyNWFD10,2.0426460167905063
DRxAVA6gYMM,1.9386590876496783
oAHbLRjF0vo,1.187834314388026
4fuHzC9aTik,3.31585146137391
zUrDUxh5xS0,4.763463408409658
ENK245mtPTo,1.3424180742304244
9KABcmczPdg,1.1237733166980064
Iy7NzjCmUf0,0.8563607776708586
sj8Sg8qnjOg,1.5107912414324158
-eQaF6OmWKw,0.5252891323063024
A-QgGXbDyR0,0.9251819368526726
9hUIxyE2Ns8,0.9305436986074351
R2NzN1ew9j0,2.959347506060231
T0Z73Zbtlyg,1.475636179990504
iM_KMYulI_s,3.1382185116607575
RF-Mqs2qC-M,2.4683789771294906
TclUk6-63QQ,2.6087613121867665
PuSkexkHRb0,2.048072323883551
79_IsTV8X-c,1.4743966216750433
1zdZG6KFM0g,1.4806226159771607
PX5-XyBNi00,0.9897482045322012
FXATwX5bVp8,0.4322629300198192
Xjq_ow5DrWY,0.2685890112534188
dFT2IKmwyfg,1.5551137571646552
kCC8UIPrASA,1.891362907003539
zttC2x9nMEw,3.106866004443781
RCXGpEmFbOw,0.6778141962240313
bBrUrgNf5y8,1.5979694930669956
PRSoRkM8GcM,3.0177002055837283
pCON4zfMzjU,2.391125015097104
IesIsKMjB4Y,1.9095209890544513
iR4CFiuR3tQ,2.512599324998102
x0MjZOR89Fk,1.9340261857578585
VFWbuKr5-I8,2.026537392905549
eyqwLiowZiU,2.2384677540989686
r15_6z9xryo,3.0386878181038623
3SAxXUIre28,2.5973056374447197
bf7BXwVeyWw,0.6082227197539976
q7v5NtV8v6I,0.6459680356865921
CeuIop_j2bI,0.7590187296231868
p-MNSLsjjdo,1.2272690813220164
TgA2y-Bgi3c,0.7335165592915118
zNzzGgr2mhk,2.2888708659548858
qaIghx4QRN4,0.8812703722087857
F-nNTGK0wFw,2.387541845941002
opqIa5Jiwuw,2.484827070330503
kF4ju6j6aLE,0.49802776923325354
0g9SlVdv1PY,6.434725210703657
c0bsKc4tiuY,1.4654462173124811
6N3hffFYe_U,1.8178086956945294
8HbvY1ZDhwg,3.0948749742551462
f7MzFfuNOtY,2.3540146947276015
mf5otGNbkuc,1.561861374393514
FX1HaV_qjOM,1.023931608396197
5ncOyYzOP3w,3.392416252009727
IHZwWFHWa-w,0.18163110993663445
LmpAntNjPj0,1.2197742382907129
6H_9l9N3IXU,0.24774283210229606
r2Cd9gChRnc,1.6673463433299451
Ilg3gGewQ5U,0.14095912137939973
NaL_Cb42WyY,0.10896489730843435
Z5bTMIdn8O4,1.0434783061632893
hI9CaQD7P6I,2.5984875116354034
BxpjA9t4dJE,0.45115552898963723
mQ-8gnnieRA,2.3598354199268092
eTOKcxIujgE,2.427498959912659
dUFxaQc7B8k,1.5386716076349238
STpKoVY2ri8,1.8815461841361454
X32dce7_D48,1.6998926170567064
IOZO13rdhwU,1.1216275470481216
w1f6o1HQBvg,0.7369193583404934
CvKXdhB_y9I,2.1775307064124454
6S66jorlkeY,3.5162692630483092
VcOCCrKlXRM,0.5569543429341399
8N1cKs9JRq0,2.027776282121118
wutztfYqk0I,1.8047070538666705
5njUvlLWoRI,0.5358824673508462
wEbiwj0CY4U,2.222888367994025
CTXcB8w5JQc,None
MFZsxoen5Y0,2.1547405018324484
b617FReb9YI,1.6009184515752002
K-HFRtLaxqY,1.3920195307833412
5q7BSLylhTo,1.777460991149307
HibcMLxj55g,2.607758116741454
J2z5uzqxJNU,1.1969905925761835
DWKe6i-ia9c,0.7014979615858403
LGW12hBxUbs,1.7843333543108808
7rULs35adVA,2.399151452343629
C6dpQWnRII0,2.1510537253632918
74Tw4sm34LQ,2.1054107156836763
pEnXNd2z9bo,2.2031190763578903
bjUoQbSJDJs,0.8485469694143769
xlBhqDOxolk,2.82090914104356
SnQNrYOvWR4,1.0453653797395048
Zb18eEvBNh0,1.2809477677258265
knMM9dRwIH4,2.788892590084528
r0_mi8ngNnM,1.7055881159886632
9AVhwGKV2TE,1.5808363245856283
HUbi0z0msrk,2.4836495499516014
kCQ4m-ui6yQ,0.7562808416366037
WQpwcU8FTZk,1.684651337722045
7QpJ_VDbIPA,2.349230646998846
nlJ4WIj3j24,2.4257398034201034
_pYfw-_KfIE,1.201890603172555
joc5J-poAxg,1.6973681774261986
ajTUqSXzZis,3.6618382691919495
IiAVsYnHtwM,2.234634298832584
iBZaLPEhq04,1.1871981517336054
Hnl4AyEO1I8,2.902121803172845
IUTGFQpKaPU,2.347232116597102
8dOM8EHJoCE,0.18163459104578591
bXsv_F0kfrs,3.619250098315024
PJjXnkd6bUQ,1.7591796338343055
aRdcptG365I,1.1951250658989332
No-T6NIytFE,2.026631629159647
GWM0elaag2s,0.30917328202572253
BxpFMrEAwqc,1.8161756124149
4QrGdzYiNFY,1.9385406666408724
mAZ-gT0Ip-0,1.6455946530703311
9_guNEfxTII,0.2253198732450809
5O5EC06b-xg,1.2927849053144116
W2sIvBq2iAk,3.294498573657936
AqcMAn10448,1.700497666169327
QlSShPVcxfg,0.784105035852934
-zCsllWJ3A8,2.2416259607073905
fK8LrzzC4-8,0.5739196709300791
UojBaKX5Vz4,2.45550604866072
Ev-QpxN8wPo,1.9632401324671254
i5gxEhNDYls,3.7152768099523508
NTe1FQY9gn0,0.9369358841679807
alQ1hlfNI_o,0.46108802200235244
YpcrlbmWgb8,4.110703895171706
igNgYtGYjys,0.8553407723914175
NAx_gFh9BxY,1.8553631400193693
zyQtN7Zbi-c,1.6372291092324527
8P13-6Qt89k,0.8158137062680701
4NGlnpZfXII,1.2697767036676817
7bL4dmUdddI,1.348037187523491
GfxzDd1wNxs,2.7124032475048425
E8xXtoIm76s,1.5469337075294838
elvOZm0d4H0,1.4335722005994223
cpCXLf9E1Ic,1.2606517602000695
C3ddWloPyPA,2.4332471435376912
jFxtn_BQauk,2.404788726032446
FNofmHUX81c,1.276591023785968
uJ-c54cgDos,2.9569898884629686
JT912hDAPro,1.7518321252544542
jpZWQ8ebTuA,1.7824305412006576
lw3c5d3aBSE,1.207996262895543
nsTMPkPCQzA,3.102541311320548
mcVvM4nhwNs,0.12156847537688546
5sKah3pJnHI,1.3047722958737797
KYG6nvG1dyw,2.831229382634283
3DQATvwX4aI,0.9243575347090174
FtbiL1uwC9Y,1.076733683173993
ARP0bpKgvVg,2.874548060455164
xH5whVFwXw4,2.8800088846265632
XMV3h9F6jq4,1.192330558738676
ylJd5sUbANE,7.2418791588099305
cJXcK_P-zOQ,0.6286605080666726
480PvTx2U68,2.465834981756058
jwhFr5Ax3Fk,1.9090462891220734
HswySJvxeuE,1.2828853640775744
Ha18O3B6Eag,1.6350273510879345
2I-_SV8cwsw,2.1126071578673433
bB52e6N8kjU,2.1686639451560445
WqmbA5k-_Eo,2.913808435098541
-EtHF5ND3_s,0.7131319093481916
u1EmWNY8km0,3.698458566930046
Q9Ybl-8S6-4,0.06915443812450445
FQkaH5ppFek,3.731854189359702
HbNYuOTaYFs,1.9197693234389162
nJ539VsNq2s,1.1889779822998823
Z49hXoN4KWg,4.737464854555493
U8O8R8-XRmQ,2.1101391619466456
YQGotj43PqM,1.0253962894686497
HxOusn13fqE,0.429405954148058
XZSnRjDRrvY,2.6275600034135937
_Y9EZcw5zaA,1.2454120846337104
qPrxInnjdvg,1.4295226168937658
Jtpv39DeWpc,2.6459254368389193
y6fPilMJHsE,1.743270811516182
_BXYFubygkM,1.7274789301417108
eIpFQGGuALc,0.9940367764408602
5kpVl6YJzpk,0.46979242548975914
AwAVQ0RiwPw,2.814029965827522
ecaGFISlQXk,0.6010706224896589
MEysDZDzyIw,0.3547351375284578
3dIbFvX_zCE,1.060516640675358
_ZB4aUMVKS0,3.7467150071766993
d6c6uIyieoo,2.0625950999695943
zLAMv1vDSgo,0.1097259644656135
wLpOb7vYwk0,3.1941178217273514
Am8KoqLFLHg,5.1728091236232725
0toqxbv3tRQ,0.09011224303720368
NCnYYuU-deE,4.758511785663109
oc0M1o8tuPo,0.7037379233594909
GToOGb7B29Q,1.6114222248197438
Xq4cTfoGJ-Y,0.20793640160259147
QwlBZc9MrJA,3.529755829845579
xUqjJce6d88,1.3679971071265902
At7OzVOtezA,2.1155637704361094
0j4A2n3nRBg,1.304317214379321
c3lNmMxGDXE,3.855679139146793
kJzSzGbfc0k,1.2736820888216687
RdV6Z4CbkXo,4.354508426910916
VMSXrxoP_cY,0.8568444138258272
vQOby7llvjY,1.6244310243741558
kUXNIkptIIk,3.384207591077469
onzBYbPZwg0,0.5034947645871278
zPFGCvPF9mY,4.088016608906803
FkdGNi94OYw,3.097599215720133
-dhHrg-KbJ0,0.7986254722040286
AhPQdOdnM2M,2.685018510887145
2nAnT3PASak,2.421591989498075
qfsXr4Wirj8,0.19620443884361755
2nssGKBJbaM,2.241739245006957
sD0NjbwqlYw,0.11972644323096357
81pTSn6xsJA,3.3275261633650026
PRf6iP-v6vI,0.18773277151450296
KPpC3qVE5PQ,1.793663261043934
Y4WObfOWNys,5.580403514279649
VTveQ1ndH1c,2.2143192673948553
PltkCwau98w,3.700904201719432
Gp3AORwr7bU,0.9873968961892473
yZ0IwscaGCM,1.7126225632065313
JI7hCC4Mv8k,0.8701379655400805
YRgM1wSwtN8,1.429078159088295
mJz1DUUZ4VE,1.1374578313298351
GItmC9lxeco,2.0635104848336923
K4CoMMxQ_R8,5.967101810300379
WIUO8FDaLJA,0.926494470079727
0uYOC09peyk,2.6550795869736743
bTn66fbOtOA,1.731881553967025
QKnPsHAWrpw,1.9414470047732582
ekr3xXj6Cws,2.1464246540871716
Oz_9PMI8U0Y,5.971434008471641
xBzO_tFkvkc,0.14571713368618316
kagWliivBao,1.515076427134559
0Oazb7IWzbA,3.8722440520181833
Sl3sWe53YXk,1.572262580115534
AkSPhZsXXqo,2.901765656356317
SPmKyg0249I,1.6274532119810632
Js5TSCCK3bw,0.20638248082629893
rwFKa-dm4oI,1.7876939375843215
YmCZglIgkCE,1.9220993590769704
O4ndIDcDSGc,2.6177105995987464
hzpCwzaP38U,0.8221204053372878
GwkwMYgcttI,1.3384344810086533
LIZ78RwhSPc,1.2583955833473046
uFczjcxFDpM,2.8419213323087096
iFuR97YcSLM,2.0319040209111154
ZMZOk2i1TBY,2.0183208247735034
B9KITthfxS0,2.970891089833872
0HzxqWBSudQ,0.9237876754889194
Ldi2ovn8E64,2.978375145800551
7DGH7IqGytM,0.05219021441183075
FCSaXPYJ1zk,2.374900121647398
JGDoLc6ndWo,1.174970080159196
WYijIV5JrKg,2.2504498730415317
t1Kcbba04Xs,0.6451616954154809
azHtcHDDeXQ,3.797791809838844
TqRUNHhxdVg,2.842296451610962
-XZjgAh9BjM,0.1720398979417929
7lhVUedc1a4,1.1821833921062974
MysB4SfoWJw,11.290881758906815
xQHUHMeyT-4,4.5427774588771435
haqgNwPVrso,1.9598529865092933
5FUo-83-U3Q,1.5873425208925542
1uKtNlPLPZw,2.52117520147184
0C5UQbWzwg8,1.1424674807186253
MNnJE8ZFo8Y,0.7423739452169545
y_1D9Tq8fI4,1.2344326737369329
wuzUbVsVR2s,1.04263025871764
ndGiKVDgbHI,0.6479734759336575
Q0CbN8sfihY,0.38819136494923046
WR7cc5t7tv8,0.2927088515757307
m8e-FF8MsqU,0.5286884917923015
kYzz0FSgpSU,1.2737505183450757
fn5WNxy-Wcw,1.8315133449958696
A2WnsyLv5Bo,0.5054296586334244
Qaj32KnlMyY,0.6348583957221615
