videoId,voice_frequencies,non_voice_frequencies
aircAruvnKk,3.347055145732008,1.6008501166019178
_QdPW8JrYzQ,4.313061698120571,2.163776873781355
OWJCfOvochA,1.2371782156936435,0.6052420610474745
ZS_kXvOeQ5Y,1.147389089670813,0.576498477536047
x7qPAY9JqE4, 0.7580630238008232,0.4613856328558713
9AThycGCakk,3.2507329329753527,1.6376419816777825
-ruC5A9EzzE,6.047879255633466,2.986307699026374
Lj1a8rdX6DU,21.279484120072535,10.483773770970604
Zh3Yz3PiXZw,11.778813328371438,6.737574839608511
bNpx7gpSqbY,6.353106249110091,3.3843180647486184
kUr_gdKQ8j4,9.198067089270332,4.55910092220943
h0e2HAPTGF4,0.15037494961280395,0.07357154798191912
0hVuCWfyHP4,9.782681638673964,4.898958236945777
QHydkEARVKE,0.9031750329024254,0.4619542566917844
nKW8Ndu7Mjw,3.2964754074309086,1.7665065579169545
BR9h47Jtqyw,0.33116831408865277,0.16054831037104844
w82a1FT5o88,3.674156616275771,2.8677294285092403
pvf0zSh3rDo,0.8737547277258979,0.42835956061348807
MfF750YVDxM,2.9144108763868974,1.488506344991798
OoEpfb6yga8,2.652999161910945,1.3007078859509629
e8QY0NDWqzk,4.387683451507938,2.2525196302308164
EtJy69cEOtQ,0.7741354299607208,0.31816037966479005
rmf04ylI2K0,1.333567689045111,0.672098875000362
XZmGGAbHqa0,8.458860864491049,4.209258350374537
QxuibIaQmsw,0.42563775578147545,0.22174577046752258
uAWWhEA57bE,2.01819768518841,1.0029237573532113
4DgTLaFNQq0,10.723083345737834,5.396047582473679
YFl2mCHdv24,3.6717672069998137,1.801910595304164
dspdToaROn8,1.656693667949042,0.8304661245578273
FHVuRxJpiwI,1.0065879437568106,0.49394349923695746
bcjSe0xCHbE,2.663259143518072,1.3220766103539212
9s-vSeWej1U,2.7958403507592497,2.2157666609967146
1z0ULvg_pW8,3.4430107940376713,1.7337326758749003
BgQFJ_UNIgw,5.424939431710923,2.815454596443505
2-Ol7ZB0MmU,1.2064383834968664,0.5721397686241834
711VklH-4fA,6.1359756240311905,2.950133723628104
d4EgbgTm0Bg,2.182471347344585,1.0461528884936173
yuD34tEpRFw,2.88931294830192,1.5198812207263583
wCrtk-pyP0I,7.59655980704641,3.752877219756562
AD3K8j12EIE,7.62054528730795,3.666670092498781
kqSzLo9fenk,4.61164088399151,2.476036805177139
aDW44NPhNw0,0.21919744694030222,0.10800435487774518
qWcfiPi9gUU,7.6003420487843805,3.5392806963908554
FTr3n7uBIuE,4.32535470346423,2.0758501843305748
TnUYcTuZJpM,15.728404307127061,8.322048898098288
trWrEWfhTVg,1.9575569891301523,0.9963469601265753
IpGxLWOIZy4,0.8566366050457734,0.4202615100307684
0JDoll8OEFE,2.620103511632935,1.352486891497747
liJbB_0eCTo,5.135299946638667,2.4833915795210735
lfo8XHGFAIQ,6.525614045477047,3.1875661773816395
G7oolm0jU8I,3.8549122204883863,2.0511595210885005
63NTeLmDANo,4.247428055342228,2.151428517061741
kJzSzGbfc0k,4.114644603777295,2.073742065421273
XKu_SEDAykw,0.42734692691426834,0.21120606213719412
5F28PzoeDn4,2.054817703848638,0.9217276679151083
SAsWFgpvYhA,8.145069686920529,4.022311921564541
t6rHHnABoT8,4.761323305920277,2.398913392481464
3FxdPlqTVXw,10.971896256569973,5.7314967271763315
c8_BIamLESg,5.15413226201346,4.459068457822572
rojft7g2BSI,1.6304835457773061,0.8265885772857058
E39GIysMevQ,3.57274702062832,1.8415281999179265
-Yh2QGJBd2U,7.940614131531487,4.014523048641235
TRzBk_KuIaM,0.23028190582195454,0.11445925562694922
ssdyoPpDEys,7.689314226380638,3.8729870299344915
I1hFKCFT8bQ,5.782674295423526,2.8716527963095255
ZPw9dSV6y2c,7.380671384270581,3.7329243915499375
78-1MlkxyqI,2.566502627392443,1.2687157318384783
_4ruHJFsb4g,4.067991250696428,2.0421843872287466
R0bVxbRCd-U,0.9104861135709548,0.4371511966950601
j6B-HYsvkvo,26.584075185861757,13.662183716673962
MTY1Kje0yLg,0.5364173362473365,0.2728971889454598
mV_Z3Zx0xIs,5.521791199230905,2.791219862989561
P4Rzd21U-1c,6.744864659241527,3.336641237750724
bjMqJ--aUJ8,24.477408564032068,12.41637150493634
ZZZ7k8cMA-4,4.648859560690938,2.5328299301446373
NtxZeDYuEZI,4.077579017398115,2.0390670011345984
Yl_FJAOcFgQ,1.6883651043857526,0.8412248691290559
ghMZe9NRAgY,17.981900130057348,8.926585040005627
R1vskiVDwl4,3.09348750821195,1.5913666251375957
M624T3PTggU,25.475005570400356,13.151808321119116
AL1-Xd2HTWU,1.960961124813819,1.0372574603265607
kLBDuWvcy7U,1.5975782005824628,0.8421408971894806
esmzYhuFnds,0.10180528792337673,0.048743922427340075
zn1SJOPgewo,0.966295713168074,0.48272355016673746
Y30VF3cSIYQ,1.2179617147431017,0.6558100917785507
D1R-jKKp3NA,1.327381427015113,0.6662084692838909
mbDipVRt5aE,0.7758328370343491,0.3922751997960253
TUSxq7KoTsM,0.6673501791016765,0.3363788836207432
XIXvKKEQQJo,0.3479041060221377,0.1686691665198538
aDhTeLWJBxI,2.9845855616881987,1.4778561107981982
4yzaG0Ia_fs,1.5756238385316959,0.7733630895919474
KzG-mJgj-E4,16.64605679155789,6.964932488254391
Q0jeohWnmAQ,26.862675559643698,13.398445223566187
a5ZwNfzusLQ,8.616192358363119,4.691186589437526
i1AHCaokqhg,4.999600034261966,2.6164634958842727
9tnLXvr6cLM,0.6132973977827221,0.3067671731296594
wlk1DLm-BjU,2.4052406886636577,1.2186006796643079
q9tYsvRg1as,2.2290396608312313,1.115800598960967
gIR65Mz8mHQ,1.5756796851379071,0.7797607157583667
7UeRnuGo-pg,1.8498188457015763,0.9227631674886625
zORUUqJd81M,2.5364949627552784,1.2569361879559064
q7prQTS_N3Y,4.408405305647777,2.263814455117344
1-JAx3nUwms,2.011664414622932,1.0058211975081424
8FHBh_OmdsM,0.8224792664762448,0.41187979380761913
d0yGdNEWdn0,0.44016132361391846,0.23040613078953132
w7BMaG3zyVo,5.1635411161381075,2.6144254586808353
LIEuU8CZjGQ,710.2973920305433,277.5381933457289
wcKyq-e-Soo,25.676396241283513,12.635202157965747
tI8ijLpZaHk,7.388700454734471,3.507062320265525
HEdPX8pt_DQ,5.723851312499733,3.2338192753270607
pkdgVYehiTE,1.4637134467477169,0.7305782598828261
7bE2mI4ePeU,0.6450970538062097,0.31898156504475084
aJdUVRAKmB8,1.5564281414114935,0.7922100351562256
G2_Q9FoD-oQ,2.459102383390473,1.2492784705618913
XF3P3KRn7EM,0.7925858594841015,0.3912101391504916
rc57xiKQal8,1.859750883484613,1.0307638802308499
kE7D7qFayVg,35.99571826621256,17.71967148744298
X5846PYLWIY,2.2023980294515075,1.0860374330263132
DxbMzZ5a2Zg,3.1257375187557748,1.6829648622465498
pynDvIsLoU0,28.787597892928915,13.912719189602733
MHTa3aDczCk,1.4981070341383718,0.7760909036852466
wKpZXVz-Jvs,44.87967304623291,21.046806098676235
QoqohmccTSc,1.3154417042849322,0.676323766415591
qiN67V5q3C4,3.6098954765523903,1.8580532516777417
w-eX4sZi-Zs,4.507630168360132,2.2111734352459957
Nn-_8IniOVk,3.4777652687536578,1.8477572191716511
QaoVWtLX038,2.351156550967297,1.1863515462113492
cC0KxNeLp1E,1.4408184632035943,0.6254318398008271
MmfikLimeQ8,2.9607306080801283,1.4957774512808752
MdZAMSyn_As,10.979140648826053,5.5327095121127465
677ZtSMr4-4,2.700166835841628,1.4466439341328625
bKjH8WhSu_E,1.6204556236705723,0.8315852568075592
KMX1mFEmM3E,3.3503728443839846,1.7098002154079552
LooL6_chvN4,1.347211679366782,0.6559999044833644
0NAvTEQ9eXQ,1.4143275171083802,0.6551457652947916
Qmla9NLFBvU,7.9967337808432495,4.063483703333896
fvPddKyHxpQ,3.173935583715917,1.616664200461457
SWZ_4YBFBhs,0.9357996304037453,0.4818268103211817
uD3p_rZPBUQ,1.4292567719694151,0.7685487223014098
r6UcW9xLxwo,5.118771913301733,2.74847424338947
CMGpPI0QocY,31.167738422091215,16.289265403957366
GhlLtd19szw,9.36100941215683,4.5458845743339555
CIx0a1vcYPc,2.410466000901695,1.792950381821656
pasyRUj7UwM,3.8201163480539435,1.9285733182051676
iphcyNWFD10,6.016611614805999,3.1272084409926535
DRxAVA6gYMM,2.5849662973227963,1.2856284656781014
oAHbLRjF0vo,4.357773731561762,2.2122670505702136
4fuHzC9aTik,2.9628050834218618,1.514007522637415
zUrDUxh5xS0,6.716958450750029,3.396968186812612
ENK245mtPTo,9.21019957293132,4.661914690272897
9KABcmczPdg,2.941775661534709,1.5166461386064234
Iy7NzjCmUf0,3.7872526292575794,1.9061169655152104
sj8Sg8qnjOg,2.650093249210521,1.3056496063454024
-eQaF6OmWKw,2.2962203804092187,1.1276995110197245
A-QgGXbDyR0,7.048611092552157,3.5571543969527273
9hUIxyE2Ns8,0.9360487432802324,0.45850936401646797
R2NzN1ew9j0,13.50314505869536,6.8984405656496195
T0Z73Zbtlyg,12.044346357940853,6.494979011554422
iM_KMYulI_s,3.2144458959384714,1.6056302649841983
RF-Mqs2qC-M,39.995508706811094,17.722308344862775
TclUk6-63QQ,3.2252469548018823,1.6168218149680595
PuSkexkHRb0,5.596734439113753,2.757344127422483
79_IsTV8X-c,4.529161165323149,2.3708556541005503
1zdZG6KFM0g,6.225259758087059,3.029476937869491
PX5-XyBNi00,1.1577287665969918,0.5911726713138701
FXATwX5bVp8,7.176357229964818,3.571788905560668
Xjq_ow5DrWY,1.1030804627261155,0.5608174683335068
dFT2IKmwyfg,4.780212290825445,2.430654021507026
kCC8UIPrASA,11.334441919016164,5.538606965391999
zttC2x9nMEw,6.603369307928581,3.31210874153033
RCXGpEmFbOw,2.664934827657641,1.424179017078277
bBrUrgNf5y8,5.311472363756612,2.677650039493829
PRSoRkM8GcM,8.093472774996469,4.085349458361225
pCON4zfMzjU,7.6859113100961665,3.8549455588751234
IesIsKMjB4Y,7.906240260474187,3.9315483162042004
iR4CFiuR3tQ,5.530973595179429,2.835715280287097
x0MjZOR89Fk,3.117845728899913,1.629562661797863
VFWbuKr5-I8,8.732725082083174,4.488178025386048
eyqwLiowZiU,10.359174839198635,5.29963518328583
r15_6z9xryo,67.82767784196315,31.05995444306669
3SAxXUIre28,5.724671455339415,2.8625576470316405
bf7BXwVeyWw,2.699813106063308,1.4015203125272735
q7v5NtV8v6I,0.5650768369438887,0.28945456069715686
CeuIop_j2bI,2.9170753730249857,1.5190639441915166
p-MNSLsjjdo,4.608741667595874,2.322743137396762
TgA2y-Bgi3c,0.881961064409013,0.5322402421070254
zNzzGgr2mhk,8.399036006200946,4.152675847918278
qaIghx4QRN4,3.786591897709826,1.8848145958497795
F-nNTGK0wFw,1.870170550030778,0.861360954881265
opqIa5Jiwuw,7.2290717238910975,3.549646322031365
kF4ju6j6aLE,5.793381996807147,2.8228023323036897
0g9SlVdv1PY,1.6920379893132034,0.8394116158728316
c0bsKc4tiuY,14.469637529370308,6.562508532026268
6N3hffFYe_U,4.516973924117627,2.7266079881268546
8HbvY1ZDhwg,4.598041886334013,2.204090948791381
f7MzFfuNOtY,5.035818001450117,2.5160465338924825
mf5otGNbkuc,4.372224208480658,2.231445304637698
FX1HaV_qjOM,23.439586962460446,11.491273852376354
5ncOyYzOP3w,3.0212656495502004,1.575346155694566
IHZwWFHWa-w,3.5258563463352353,1.7766453654480405
LmpAntNjPj0,2.531289740056198,1.2939970601780577
6H_9l9N3IXU,4.256863814290838,2.1333704721834623
r2Cd9gChRnc,4.605688174804557,2.2980814047147025
Ilg3gGewQ5U,6.467212015297966,3.224914273965064
NaL_Cb42WyY,3.5905672062501104,1.8452452404568582
Z5bTMIdn8O4,0.35384890520531587,0.17134597705058424
hI9CaQD7P6I,3.106055785104333,1.611324863981204
BxpjA9t4dJE,4.16534035898221,2.094648914742986
mQ-8gnnieRA,6.799908471021984,3.4665230250982697
eTOKcxIujgE,32.594972148328964,16.459872133330492
dUFxaQc7B8k,7.174004314273758,3.6537998009126533
STpKoVY2ri8,19.830841540891548,10.840238103456524
X32dce7_D48,2.7498307152307735,1.3868873518011757
IOZO13rdhwU,0.2917001937683841,0.14524115136165577
w1f6o1HQBvg,77.51157427396427,40.08074783887524
CvKXdhB_y9I,4.467733723426649,2.202709333179978
6S66jorlkeY,5.628745382698589,2.8544251989886007
VcOCCrKlXRM,35.43312029584753,17.633862923674894
8N1cKs9JRq0,14.24991771660875,7.210812077056731
wutztfYqk0I,4.988304130736321,2.5204338943671463
5njUvlLWoRI,8.569837378121509,4.303466049549422
wEbiwj0CY4U,12.478967214403955,6.121779342945532
MFZsxoen5Y0,27.298012460184427,14.035731919003403
b617FReb9YI,38.95492124655435,19.039657579889308
K-HFRtLaxqY,39.43902058371256,17.395921007873742
5q7BSLylhTo,4.095262230115411,2.067973520322024
HibcMLxj55g,9.983454447105784,4.944696668728278
J2z5uzqxJNU,1.7909409481848972,0.8725031431233194
DWKe6i-ia9c,3.508664714264451,1.6716312828520832
LGW12hBxUbs,68.45164224698016,37.74040820693497
7rULs35adVA,5.181116019849322,2.3940357491504543
C6dpQWnRII0,20.38137364357854,10.15714926557845
74Tw4sm34LQ,2.659207593208161,1.3128499198480377
pEnXNd2z9bo,4.5088892380071055,2.230536916504162
bjUoQbSJDJs,0.7843619342115797,0.9637489047558365
xlBhqDOxolk,26.66644322628576,13.608512573437316
SnQNrYOvWR4,4.270360285756369,2.1117073483946163
Zb18eEvBNh0,3.757067779383947,1.8720612403137202
knMM9dRwIH4,2.7008490168952637,1.226205196840224
r0_mi8ngNnM,1.702842579779603,0.8478689118940685
9AVhwGKV2TE,0.9906814461561466,0.5634350184903405
HUbi0z0msrk,2.9293497183051986,1.4363397531116475
kCQ4m-ui6yQ,66.44504485866894,33.3177692295175
WQpwcU8FTZk,63.20381319307087,26.93789620123699
7QpJ_VDbIPA,13.152704591396683,6.6205775467241565
nlJ4WIj3j24,10.38183076654802,5.291224013210245
_pYfw-_KfIE,0.46595287983270783,0.22749946671751448
joc5J-poAxg,87.3369757691996,39.327687068743145
ajTUqSXzZis,3.9749092734979903,1.9804639090873661
IiAVsYnHtwM,18.46235966786265,9.50469088628309
iBZaLPEhq04,51.97834980780129,25.474163261142934
Hnl4AyEO1I8,10.391856614889152,5.130637378658925
IUTGFQpKaPU,0.9671865781189646,0.4787954076482648
8dOM8EHJoCE,2.673498852265323,1.4274821764354981
bXsv_F0kfrs,8.523761314506544,4.3735401091017305
PJjXnkd6bUQ,39.31330212495713,20.0842809036797
aRdcptG365I,5.723689007110943,2.567391233519531
No-T6NIytFE,4.098732505856357,2.0846975165697477
GWM0elaag2s,0.22880941158845408,0.1132529757222442
BxpFMrEAwqc,339.8550644267144,147.04084749461936
4QrGdzYiNFY,3.8415108368497317,1.8897520455219516
mAZ-gT0Ip-0,19.29500804641807,9.415410334605465
9_guNEfxTII,10.391856614889152,5.130637378658925
5O5EC06b-xg,6.6075051125523725,3.374620112579506
W2sIvBq2iAk,3.6414544672652713,1.7879511757373352
AqcMAn10448,0.5220469211760154,0.2666798565204461
QlSShPVcxfg,8.576606897474129,4.2278861464344875
-zCsllWJ3A8,5.229852337330645,2.5953912787302165
fK8LrzzC4-8,43.227022899500014,22.967341103582783
UojBaKX5Vz4,35.20506885524907,17.27404076785806
Ev-QpxN8wPo,25.93168316865156,11.571316909810683
i5gxEhNDYls,213.76994876919065,100.35954216403432
NTe1FQY9gn0,0.426970016248434,0.2094347936862767
alQ1hlfNI_o,0.44350456462392746,0.22189833125833489
YpcrlbmWgb8,25.89268851652414,18.865372788519714
igNgYtGYjys,81.58425066481905,41.037395231253655
NAx_gFh9BxY,1.7400468364762736,0.8507845853771598
zyQtN7Zbi-c,8.459500661791921,4.2387964336573685
8P13-6Qt89k,6.628032734016068,3.284983390605213
4NGlnpZfXII,11.776428682349193,5.9634057889274334
7bL4dmUdddI,9.384779223753018,4.818814483126341
GfxzDd1wNxs,14.910573354461594,7.435544354955965
E8xXtoIm76s,6.6787549508919,3.386281325386423
elvOZm0d4H0,3.315629520247533,1.6444782984999013
cpCXLf9E1Ic,0.40793426806104083,0.19433703629176977
C3ddWloPyPA,3.8193612063439084,1.8837922676478174
jFxtn_BQauk,62.618525430509806,31.763380624947555
FNofmHUX81c,1.0487225384918553,0.554407174720128
uJ-c54cgDos,0.582115667607721,0.2854743377870257
JT912hDAPro,26.583627692197485,13.82141123742267
jpZWQ8ebTuA,0.48816122389943006,0.2507699168451271
lw3c5d3aBSE,23.518174667284086,11.847583845304896
nsTMPkPCQzA,2.9157188791346504,1.57525382601739
mcVvM4nhwNs,12.675534950856695,6.2592768692161105
5sKah3pJnHI,2.89110362265938,1.4537908668331074
KYG6nvG1dyw,3.237721635251391,1.5892868386471073
3DQATvwX4aI,90.1934331707391,45.069730131305356
FtbiL1uwC9Y,0.21883416060183974,0.10953168836062438
ARP0bpKgvVg,14.663482051151828,7.382415674942006
xH5whVFwXw4,32.64979715447899,16.847348490497907
XMV3h9F6jq4,50.24016592826847,25.106905177743425
ylJd5sUbANE,1.264290607909751,0.6189479058127261
cJXcK_P-zOQ,1.5451320721645836,0.7690587628019763
480PvTx2U68,30.97262489569564,15.962884053832207
jwhFr5Ax3Fk,5.602358434232934,2.9020059798598625
HswySJvxeuE,19.47628332572555,9.820930761321442
Ha18O3B6Eag,2.941695542066091,2.005557640395199
2I-_SV8cwsw,1.682711817719583,0.8345254104266541
bB52e6N8kjU,7.392610553305074,3.700238183494972
WqmbA5k-_Eo,2.838188328573975,1.4104952527683876
-EtHF5ND3_s,1.0209246027297865,0.5059011140647094
u1EmWNY8km0,1.2480613560928355,0.6060229188994743
Q9Ybl-8S6-4,7.410720371051518,3.82394215446687
FQkaH5ppFek,57.248770436021665,28.190235851819676
HbNYuOTaYFs,3.5229364921294133,1.7973592435626036
nJ539VsNq2s,15.406498020143948,8.158696042293272
Z49hXoN4KWg,15.915239570116244,7.735316458344354
U8O8R8-XRmQ,8.755044324951376,4.589961174739853
YQGotj43PqM,1.3772282625887895,1.3072008803615662
HxOusn13fqE,81.29519577252842,40.706311322190984
XZSnRjDRrvY,2.010008754621068,0.9965541433443397
_Y9EZcw5zaA,1.2871066730820293,0.6650056312994088
qPrxInnjdvg,0.2779259723355092,0.13891698154503113
Jtpv39DeWpc,1.789299771927221,0.8897930679018355
y6fPilMJHsE,0.8841760645388614,0.43941536950127347
_BXYFubygkM,2.203887127870076,1.095379330980949
eIpFQGGuALc,4.173468322139823,2.0395655397228407
5kpVl6YJzpk,1.0744613652386805,1.6985711155215322
AwAVQ0RiwPw,2.5571702104311536,1.2158942302345541
ecaGFISlQXk,0.4830188666668882,0.24062308742097716
MEysDZDzyIw,3.2113216326863143,1.5846189540294082
3dIbFvX_zCE,4.524596166211179,2.227576748778343
_ZB4aUMVKS0,4.260325906589886,2.240571250925864
d6c6uIyieoo,3.8407155170338347,1.9165497106406575
zLAMv1vDSgo,2.1325690911506845,1.1785243444033922
wLpOb7vYwk0,0.7220510089438883,0.35871514196385756
Am8KoqLFLHg,1.3064035849348647,0.64430209940003
0toqxbv3tRQ,4.486030253534578,2.4238025324400683
NCnYYuU-deE,0.7408618815984933,0.3554964092435672
oc0M1o8tuPo,1.1297903479551943,0.5614074024561979
GToOGb7B29Q,0.6700683135393362,0.32555295812698565
Xq4cTfoGJ-Y,0.09485628413191341,0.04798564893522647
QwlBZc9MrJA,0.8155405428018071,0.3634104728048553
xUqjJce6d88,20.567102911626456,10.065715005549865
At7OzVOtezA,13.96578132632632,6.8726079575618435
0j4A2n3nRBg,0.19463366137749083,0.09622176516291296
c3lNmMxGDXE,0.2357174686849855,0.1135498707589811
RdV6Z4CbkXo,1.2118530066749484,0.6235365820121377
VMSXrxoP_cY,3.7388525371994312,1.9027322728485654
vQOby7llvjY,6.783221335561425,3.2431002377732128
kUXNIkptIIk,0.17503967837568718,0.08281690887179184
onzBYbPZwg0,0.1822995504988269,0.09124430814508333
zPFGCvPF9mY,2.835855941824377,1.451137567255048
FkdGNi94OYw,1.2724965655421392,0.6429572438717457
-dhHrg-KbJ0,0.9472280394454069,0.47260395847421344
AhPQdOdnM2M,1.889464736976966,0.9184987452639883
2nAnT3PASak,3.315857738767991,1.6933914920153865
qfsXr4Wirj8,17.01627136276779,8.624810546412323
2nssGKBJbaM,196.56275708628684,92.80206456003083
sD0NjbwqlYw,7.81600128019246,3.9126362230650393
81pTSn6xsJA,6.647851098610527,3.24673384926285
PRf6iP-v6vI,3.1352380375994766,1.8167514788833934
KPpC3qVE5PQ,1.7510526309505015,0.9490401067683991
Y4WObfOWNys,14.049499028011386,7.406305562410067
VTveQ1ndH1c,3.5906192853837275,1.4170045389914665
PltkCwau98w,13.631020107259381,6.736764268753949
Gp3AORwr7bU,5.742993089221036,2.829878845640856
yZ0IwscaGCM,0.2516729483840729,0.1261140585980457
JI7hCC4Mv8k,2.000216469758195,1.013002507939883
YRgM1wSwtN8,2.460052928371689,1.2443592377039168
mJz1DUUZ4VE,1.3342168575591833,0.661331428595697
GItmC9lxeco,4.576416186635483,2.240297501404244
K4CoMMxQ_R8,4.040216061833774,2.0549525138739915
WIUO8FDaLJA,20.564261038361533,15.01425612528435
0uYOC09peyk,2.0785066870933946,1.0576189176268729
bTn66fbOtOA,0.9722908649314048,0.4903918953752543
QKnPsHAWrpw,0.041441360038670244,0.02086036432296454
ekr3xXj6Cws,1.9939875446207105,1.362121242652111
Oz_9PMI8U0Y,1.3597645454904441,0.6836403993497698
xBzO_tFkvkc,1.7786072927213428,0.9152010929408811
kagWliivBao,0.23635236324347356,0.12464743024569867
0Oazb7IWzbA,4.886075460661388,2.367009546040387
Sl3sWe53YXk,0.4203683743821935,0.20700598515017962
AkSPhZsXXqo,0.14916743271333216,0.071948020755277
SPmKyg0249I,1.0425713218213493,0.48087223830444525
Js5TSCCK3bw,3.293146163206667,1.769698870653682
rwFKa-dm4oI,2.150061531356992,1.1140478534182399
YmCZglIgkCE,52.630147083063264,27.540623154635156
O4ndIDcDSGc,2.5446999562562778,1.1015065985794412
hzpCwzaP38U,1.2584308336053986,0.6479675396855331
GwkwMYgcttI,2.4773364348609137,1.2274792796860794
LIZ78RwhSPc,2.095665336775065,1.0363709061740969
uFczjcxFDpM,1.246793164163515,0.6500956943019879
iFuR97YcSLM,1.8229110139142182,0.9753087961118566
ZMZOk2i1TBY,4.892523987524918,2.3725256040023606
B9KITthfxS0,0.7238012565737679,0.3726177207418213
0HzxqWBSudQ,67.41322532522783,25.324373727097758
Ldi2ovn8E64,24.402002973855808,12.075970487215784
7DGH7IqGytM,1.6242271853306869,0.8120293009125233
FCSaXPYJ1zk,1.1932098271791296,0.6101952221039564
JGDoLc6ndWo,1.0066789690082951,0.4987965246410503
WYijIV5JrKg,0.5266883760967278,0.2920660845291321
t1Kcbba04Xs,4.244574028465827,2.0634533097805288
azHtcHDDeXQ,1.212684683435304,0.6018300799453031
TqRUNHhxdVg,3.930675989570495,1.9223697960837607
-XZjgAh9BjM,1.082780030358483,0.5436293365192466
7lhVUedc1a4,0.48638613612516235,0.2466265016441375
MysB4SfoWJw,17.421372977131377,8.74518340493898
xQHUHMeyT-4,0.9449719354549634,0.45177450206422465
haqgNwPVrso,12.993865050203453,6.635567991223645
5FUo-83-U3Q,3.3685158306910212,1.6653268355758222
1uKtNlPLPZw,1.113007226224993,0.5616426544441366
0C5UQbWzwg8,2.819124313132883,1.7227521087447788
MNnJE8ZFo8Y,5.196327622229257,2.486505994885653
y_1D9Tq8fI4,95.95353961445375,56.693985261065016
wuzUbVsVR2s,95.55018174304647,56.27550018105883
ndGiKVDgbHI,59.18035939130633,32.94303479958798
Q0CbN8sfihY,46.02736510125321,22.59164952149408
WR7cc5t7tv8,40.227878014807786,20.045291894992978
m8e-FF8MsqU,29.0771395415508,14.92899780033024
kYzz0FSgpSU,68.57828277315033,33.691248809808954
fn5WNxy-Wcw,29.158546828330735,19.17277723457921
A2WnsyLv5Bo,22.33881570326713,12.458005037490926
Qaj32KnlMyY,20.8439264242461,12.29934675413201