id,isEducational;"SISTITUISCI "",0""";"CONCATENA con ""https://www.youtube.com""";collegamento ipertestuale COLLEG.IPERTESTUALE;IsEducational
/watch?v=aircAruvnKk,0;/watch?v=aircAruvnKk;https://www.youtube.com/watch?v=aircAruvnKk;https://www.youtube.com/watch?v=aircAruvnKk;1
/watch?v=_QdPW8JrYzQ,0;/watch?v=_QdPW8JrYzQ;https://www.youtube.com/watch?v=_QdPW8JrYzQ;https://www.youtube.com/watch?v=_QdPW8JrYzQ;
/watch?v=OWJCfOvochA,0;/watch?v=OWJCfOvochA;https://www.youtube.com/watch?v=OWJCfOvochA;https://www.youtube.com/watch?v=OWJCfOvochA;
/watch?v=ZS_kXvOeQ5Y,0;/watch?v=ZS_kXvOeQ5Y;https://www.youtube.com/watch?v=ZS_kXvOeQ5Y;https://www.youtube.com/watch?v=ZS_kXvOeQ5Y;1
/watch?v=x7qPAY9JqE4,0;/watch?v=x7qPAY9JqE4;https://www.youtube.com/watch?v=x7qPAY9JqE4;https://www.youtube.com/watch?v=x7qPAY9JqE4;
/watch?v=9AThycGCakk,0;/watch?v=9AThycGCakk;https://www.youtube.com/watch?v=9AThycGCakk;https://www.youtube.com/watch?v=9AThycGCakk;0
/watch?v=-ruC5A9EzzE,0;/watch?v=-ruC5A9EzzE;https://www.youtube.com/watch?v=-ruC5A9EzzE;https://www.youtube.com/watch?v=-ruC5A9EzzE;1
/watch?v=Lj1a8rdX6DU,0;/watch?v=Lj1a8rdX6DU;https://www.youtube.com/watch?v=Lj1a8rdX6DU;https://www.youtube.com/watch?v=Lj1a8rdX6DU;0
/watch?v=Zh3Yz3PiXZw,0;/watch?v=Zh3Yz3PiXZw;https://www.youtube.com/watch?v=Zh3Yz3PiXZw;https://www.youtube.com/watch?v=Zh3Yz3PiXZw;0
/watch?v=bNpx7gpSqbY,0;/watch?v=bNpx7gpSqbY;https://www.youtube.com/watch?v=bNpx7gpSqbY;https://www.youtube.com/watch?v=bNpx7gpSqbY;
/watch?v=kUr_gdKQ8j4,0;/watch?v=kUr_gdKQ8j4;https://www.youtube.com/watch?v=kUr_gdKQ8j4;https://www.youtube.com/watch?v=kUr_gdKQ8j4;
/watch?v=h0e2HAPTGF4,0;/watch?v=h0e2HAPTGF4;https://www.youtube.com/watch?v=h0e2HAPTGF4;https://www.youtube.com/watch?v=h0e2HAPTGF4;1
/watch?v=0hVuCWfyHP4,0;/watch?v=0hVuCWfyHP4;https://www.youtube.com/watch?v=0hVuCWfyHP4;https://www.youtube.com/watch?v=0hVuCWfyHP4;0
/watch?v=QHydkEARVKE,0;/watch?v=QHydkEARVKE;https://www.youtube.com/watch?v=QHydkEARVKE;https://www.youtube.com/watch?v=QHydkEARVKE;
/watch?v=nKW8Ndu7Mjw,0;/watch?v=nKW8Ndu7Mjw;https://www.youtube.com/watch?v=nKW8Ndu7Mjw;https://www.youtube.com/watch?v=nKW8Ndu7Mjw;1
/watch?v=BR9h47Jtqyw,0;/watch?v=BR9h47Jtqyw;https://www.youtube.com/watch?v=BR9h47Jtqyw;https://www.youtube.com/watch?v=BR9h47Jtqyw;1
/watch?v=w82a1FT5o88,0;/watch?v=w82a1FT5o88;https://www.youtube.com/watch?v=w82a1FT5o88;https://www.youtube.com/watch?v=w82a1FT5o88;0
/watch?v=pvf0zSh3rDo,0;/watch?v=pvf0zSh3rDo;https://www.youtube.com/watch?v=pvf0zSh3rDo;https://www.youtube.com/watch?v=pvf0zSh3rDo;
/watch?v=MfF750YVDxM,0;/watch?v=MfF750YVDxM;https://www.youtube.com/watch?v=MfF750YVDxM;https://www.youtube.com/watch?v=MfF750YVDxM;1
/watch?v=OoEpfb6yga8,0;/watch?v=OoEpfb6yga8;https://www.youtube.com/watch?v=OoEpfb6yga8;https://www.youtube.com/watch?v=OoEpfb6yga8;1
/watch?v=e8QY0NDWqzk,0;/watch?v=e8QY0NDWqzk;https://www.youtube.com/watch?v=e8QY0NDWqzk;https://www.youtube.com/watch?v=e8QY0NDWqzk;0
/watch?v=EtJy69cEOtQ,0;/watch?v=EtJy69cEOtQ;https://www.youtube.com/watch?v=EtJy69cEOtQ;https://www.youtube.com/watch?v=EtJy69cEOtQ;1
/watch?v=rmf04ylI2K0,0;/watch?v=rmf04ylI2K0;https://www.youtube.com/watch?v=rmf04ylI2K0;https://www.youtube.com/watch?v=rmf04ylI2K0;1
/watch?v=XZmGGAbHqa0,0;/watch?v=XZmGGAbHqa0;https://www.youtube.com/watch?v=XZmGGAbHqa0;https://www.youtube.com/watch?v=XZmGGAbHqa0;0
/watch?v=QxuibIaQmsw,0;/watch?v=QxuibIaQmsw;https://www.youtube.com/watch?v=QxuibIaQmsw;https://www.youtube.com/watch?v=QxuibIaQmsw;
/watch?v=uAWWhEA57bE,0;/watch?v=uAWWhEA57bE;https://www.youtube.com/watch?v=uAWWhEA57bE;https://www.youtube.com/watch?v=uAWWhEA57bE;1
/watch?v=4DgTLaFNQq0,0;/watch?v=4DgTLaFNQq0;https://www.youtube.com/watch?v=4DgTLaFNQq0;https://www.youtube.com/watch?v=4DgTLaFNQq0;1
/watch?v=YFl2mCHdv24,0;/watch?v=YFl2mCHdv24;https://www.youtube.com/watch?v=YFl2mCHdv24;https://www.youtube.com/watch?v=YFl2mCHdv24;1
/watch?v=dspdToaROn8,0;/watch?v=dspdToaROn8;https://www.youtube.com/watch?v=dspdToaROn8;https://www.youtube.com/watch?v=dspdToaROn8;1
/watch?v=FHVuRxJpiwI,0;/watch?v=FHVuRxJpiwI;https://www.youtube.com/watch?v=FHVuRxJpiwI;https://www.youtube.com/watch?v=FHVuRxJpiwI;1
/watch?v=bcjSe0xCHbE,0;/watch?v=bcjSe0xCHbE;https://www.youtube.com/watch?v=bcjSe0xCHbE;https://www.youtube.com/watch?v=bcjSe0xCHbE;1
/watch?v=9s-vSeWej1U,0;/watch?v=9s-vSeWej1U;https://www.youtube.com/watch?v=9s-vSeWej1U;https://www.youtube.com/watch?v=9s-vSeWej1U;1
/watch?v=1z0ULvg_pW8,0;/watch?v=1z0ULvg_pW8;https://www.youtube.com/watch?v=1z0ULvg_pW8;https://www.youtube.com/watch?v=1z0ULvg_pW8;1
/watch?v=BgQFJ_UNIgw,0;/watch?v=BgQFJ_UNIgw;https://www.youtube.com/watch?v=BgQFJ_UNIgw;https://www.youtube.com/watch?v=BgQFJ_UNIgw;1
/watch?v=2-Ol7ZB0MmU,0;/watch?v=2-Ol7ZB0MmU;https://www.youtube.com/watch?v=2-Ol7ZB0MmU;https://www.youtube.com/watch?v=2-Ol7ZB0MmU;1
/watch?v=711VklH-4fA,0;/watch?v=711VklH-4fA;https://www.youtube.com/watch?v=711VklH-4fA;https://www.youtube.com/watch?v=711VklH-4fA;
/watch?v=d4EgbgTm0Bg,0;/watch?v=d4EgbgTm0Bg;https://www.youtube.com/watch?v=d4EgbgTm0Bg;https://www.youtube.com/watch?v=d4EgbgTm0Bg;1
/watch?v=yuD34tEpRFw,0;/watch?v=yuD34tEpRFw;https://www.youtube.com/watch?v=yuD34tEpRFw;https://www.youtube.com/watch?v=yuD34tEpRFw;1
/watch?v=wCrtk-pyP0I,0;/watch?v=wCrtk-pyP0I;https://www.youtube.com/watch?v=wCrtk-pyP0I;https://www.youtube.com/watch?v=wCrtk-pyP0I;1
/watch?v=AD3K8j12EIE,0;/watch?v=AD3K8j12EIE;https://www.youtube.com/watch?v=AD3K8j12EIE;https://www.youtube.com/watch?v=AD3K8j12EIE;1
/watch?v=kqSzLo9fenk,0;/watch?v=kqSzLo9fenk;https://www.youtube.com/watch?v=kqSzLo9fenk;https://www.youtube.com/watch?v=kqSzLo9fenk;1
/watch?v=aDW44NPhNw0,0;/watch?v=aDW44NPhNw0;https://www.youtube.com/watch?v=aDW44NPhNw0;https://www.youtube.com/watch?v=aDW44NPhNw0;1
/watch?v=qWcfiPi9gUU,0;/watch?v=qWcfiPi9gUU;https://www.youtube.com/watch?v=qWcfiPi9gUU;https://www.youtube.com/watch?v=qWcfiPi9gUU;
/watch?v=FTr3n7uBIuE,0;/watch?v=FTr3n7uBIuE;https://www.youtube.com/watch?v=FTr3n7uBIuE;https://www.youtube.com/watch?v=FTr3n7uBIuE;1
/watch?v=TnUYcTuZJpM,0;/watch?v=TnUYcTuZJpM;https://www.youtube.com/watch?v=TnUYcTuZJpM;https://www.youtube.com/watch?v=TnUYcTuZJpM;
/watch?v=trWrEWfhTVg,0;/watch?v=trWrEWfhTVg;https://www.youtube.com/watch?v=trWrEWfhTVg;https://www.youtube.com/watch?v=trWrEWfhTVg;
/watch?v=IpGxLWOIZy4,0;/watch?v=IpGxLWOIZy4;https://www.youtube.com/watch?v=IpGxLWOIZy4;https://www.youtube.com/watch?v=IpGxLWOIZy4;1
/watch?v=0JDoll8OEFE,0;/watch?v=0JDoll8OEFE;https://www.youtube.com/watch?v=0JDoll8OEFE;https://www.youtube.com/watch?v=0JDoll8OEFE;0
/watch?v=liJbB_0eCTo,0;/watch?v=liJbB_0eCTo;https://www.youtube.com/watch?v=liJbB_0eCTo;https://www.youtube.com/watch?v=liJbB_0eCTo;0
/watch?v=lfo8XHGFAIQ,0;/watch?v=lfo8XHGFAIQ;https://www.youtube.com/watch?v=lfo8XHGFAIQ;https://www.youtube.com/watch?v=lfo8XHGFAIQ;
/watch?v=G7oolm0jU8I,0;/watch?v=G7oolm0jU8I;https://www.youtube.com/watch?v=G7oolm0jU8I;https://www.youtube.com/watch?v=G7oolm0jU8I;1
/watch?v=63NTeLmDANo,0;/watch?v=63NTeLmDANo;https://www.youtube.com/watch?v=63NTeLmDANo;https://www.youtube.com/watch?v=63NTeLmDANo;1
/watch?v=kJzSzGbfc0k,0;/watch?v=kJzSzGbfc0k;https://www.youtube.com/watch?v=kJzSzGbfc0k;https://www.youtube.com/watch?v=kJzSzGbfc0k;1
/watch?v=XKu_SEDAykw,0;/watch?v=XKu_SEDAykw;https://www.youtube.com/watch?v=XKu_SEDAykw;https://www.youtube.com/watch?v=XKu_SEDAykw;0
/watch?v=5F28PzoeDn4,0;/watch?v=5F28PzoeDn4;https://www.youtube.com/watch?v=5F28PzoeDn4;https://www.youtube.com/watch?v=5F28PzoeDn4;
/watch?v=SAsWFgpvYhA,0;/watch?v=SAsWFgpvYhA;https://www.youtube.com/watch?v=SAsWFgpvYhA;https://www.youtube.com/watch?v=SAsWFgpvYhA;
/watch?v=t6rHHnABoT8,0;/watch?v=t6rHHnABoT8;https://www.youtube.com/watch?v=t6rHHnABoT8;https://www.youtube.com/watch?v=t6rHHnABoT8;
/watch?v=3FxdPlqTVXw,0;/watch?v=3FxdPlqTVXw;https://www.youtube.com/watch?v=3FxdPlqTVXw;https://www.youtube.com/watch?v=3FxdPlqTVXw;
/watch?v=c8_BIamLESg,0;/watch?v=c8_BIamLESg;https://www.youtube.com/watch?v=c8_BIamLESg;https://www.youtube.com/watch?v=c8_BIamLESg;
/watch?v=rojft7g2BSI,0;/watch?v=rojft7g2BSI;https://www.youtube.com/watch?v=rojft7g2BSI;https://www.youtube.com/watch?v=rojft7g2BSI;0
/watch?v=E39GIysMevQ,0;/watch?v=E39GIysMevQ;https://www.youtube.com/watch?v=E39GIysMevQ;https://www.youtube.com/watch?v=E39GIysMevQ;
/watch?v=-Yh2QGJBd2U,0;/watch?v=-Yh2QGJBd2U;https://www.youtube.com/watch?v=-Yh2QGJBd2U;https://www.youtube.com/watch?v=-Yh2QGJBd2U;
/watch?v=TRzBk_KuIaM,0;/watch?v=TRzBk_KuIaM;https://www.youtube.com/watch?v=TRzBk_KuIaM;https://www.youtube.com/watch?v=TRzBk_KuIaM;0
/watch?v=ssdyoPpDEys,0;/watch?v=ssdyoPpDEys;https://www.youtube.com/watch?v=ssdyoPpDEys;https://www.youtube.com/watch?v=ssdyoPpDEys;
/watch?v=I1hFKCFT8bQ,0;/watch?v=I1hFKCFT8bQ;https://www.youtube.com/watch?v=I1hFKCFT8bQ;https://www.youtube.com/watch?v=I1hFKCFT8bQ;0
/watch?v=ZPw9dSV6y2c,0;/watch?v=ZPw9dSV6y2c;https://www.youtube.com/watch?v=ZPw9dSV6y2c;https://www.youtube.com/watch?v=ZPw9dSV6y2c;
/watch?v=78-1MlkxyqI,0;/watch?v=78-1MlkxyqI;https://www.youtube.com/watch?v=78-1MlkxyqI;https://www.youtube.com/watch?v=78-1MlkxyqI;0
/watch?v=_4ruHJFsb4g,0;/watch?v=_4ruHJFsb4g;https://www.youtube.com/watch?v=_4ruHJFsb4g;https://www.youtube.com/watch?v=_4ruHJFsb4g;
/watch?v=R0bVxbRCd-U,0;/watch?v=R0bVxbRCd-U;https://www.youtube.com/watch?v=R0bVxbRCd-U;https://www.youtube.com/watch?v=R0bVxbRCd-U;0
/watch?v=j6B-HYsvkvo,0;/watch?v=j6B-HYsvkvo;https://www.youtube.com/watch?v=j6B-HYsvkvo;https://www.youtube.com/watch?v=j6B-HYsvkvo;0
/watch?v=MTY1Kje0yLg,0;/watch?v=MTY1Kje0yLg;https://www.youtube.com/watch?v=MTY1Kje0yLg;https://www.youtube.com/watch?v=MTY1Kje0yLg;
/watch?v=mV_Z3Zx0xIs,0;/watch?v=mV_Z3Zx0xIs;https://www.youtube.com/watch?v=mV_Z3Zx0xIs;https://www.youtube.com/watch?v=mV_Z3Zx0xIs;0
/watch?v=P4Rzd21U-1c,0;/watch?v=P4Rzd21U-1c;https://www.youtube.com/watch?v=P4Rzd21U-1c;https://www.youtube.com/watch?v=P4Rzd21U-1c;0
/watch?v=bjMqJ--aUJ8,0;/watch?v=bjMqJ--aUJ8;https://www.youtube.com/watch?v=bjMqJ--aUJ8;https://www.youtube.com/watch?v=bjMqJ--aUJ8;
/watch?v=ZZZ7k8cMA-4,0;/watch?v=ZZZ7k8cMA-4;https://www.youtube.com/watch?v=ZZZ7k8cMA-4;https://www.youtube.com/watch?v=ZZZ7k8cMA-4;
/watch?v=NtxZeDYuEZI,0;/watch?v=NtxZeDYuEZI;https://www.youtube.com/watch?v=NtxZeDYuEZI;https://www.youtube.com/watch?v=NtxZeDYuEZI;0
/watch?v=Yl_FJAOcFgQ,0;/watch?v=Yl_FJAOcFgQ;https://www.youtube.com/watch?v=Yl_FJAOcFgQ;https://www.youtube.com/watch?v=Yl_FJAOcFgQ;1
/watch?v=ghMZe9NRAgY,0;/watch?v=ghMZe9NRAgY;https://www.youtube.com/watch?v=ghMZe9NRAgY;https://www.youtube.com/watch?v=ghMZe9NRAgY;0
/watch?v=R1vskiVDwl4,0;/watch?v=R1vskiVDwl4;https://www.youtube.com/watch?v=R1vskiVDwl4;https://www.youtube.com/watch?v=R1vskiVDwl4;
/watch?v=M624T3PTggU,0;/watch?v=M624T3PTggU;https://www.youtube.com/watch?v=M624T3PTggU;https://www.youtube.com/watch?v=M624T3PTggU;
/watch?v=AL1-Xd2HTWU,0;/watch?v=AL1-Xd2HTWU;https://www.youtube.com/watch?v=AL1-Xd2HTWU;https://www.youtube.com/watch?v=AL1-Xd2HTWU;
/watch?v=kLBDuWvcy7U,0;/watch?v=kLBDuWvcy7U;https://www.youtube.com/watch?v=kLBDuWvcy7U;https://www.youtube.com/watch?v=kLBDuWvcy7U;0
/watch?v=esmzYhuFnds,0;/watch?v=esmzYhuFnds;https://www.youtube.com/watch?v=esmzYhuFnds;https://www.youtube.com/watch?v=esmzYhuFnds;1
/watch?v=zn1SJOPgewo,0;/watch?v=zn1SJOPgewo;https://www.youtube.com/watch?v=zn1SJOPgewo;https://www.youtube.com/watch?v=zn1SJOPgewo;
/watch?v=Y30VF3cSIYQ,0;/watch?v=Y30VF3cSIYQ;https://www.youtube.com/watch?v=Y30VF3cSIYQ;https://www.youtube.com/watch?v=Y30VF3cSIYQ;
/watch?v=D1R-jKKp3NA,0;/watch?v=D1R-jKKp3NA;https://www.youtube.com/watch?v=D1R-jKKp3NA;https://www.youtube.com/watch?v=D1R-jKKp3NA;0
/watch?v=mbDipVRt5aE,0;/watch?v=mbDipVRt5aE;https://www.youtube.com/watch?v=mbDipVRt5aE;https://www.youtube.com/watch?v=mbDipVRt5aE;1
/watch?v=TUSxq7KoTsM,0;/watch?v=TUSxq7KoTsM;https://www.youtube.com/watch?v=TUSxq7KoTsM;https://www.youtube.com/watch?v=TUSxq7KoTsM;1
/watch?v=XIXvKKEQQJo,0;/watch?v=XIXvKKEQQJo;https://www.youtube.com/watch?v=XIXvKKEQQJo;https://www.youtube.com/watch?v=XIXvKKEQQJo;
/watch?v=aDhTeLWJBxI,0;/watch?v=aDhTeLWJBxI;https://www.youtube.com/watch?v=aDhTeLWJBxI;https://www.youtube.com/watch?v=aDhTeLWJBxI;0
/watch?v=4yzaG0Ia_fs,0;/watch?v=4yzaG0Ia_fs;https://www.youtube.com/watch?v=4yzaG0Ia_fs;https://www.youtube.com/watch?v=4yzaG0Ia_fs;
/watch?v=KzG-mJgj-E4,0;/watch?v=KzG-mJgj-E4;https://www.youtube.com/watch?v=KzG-mJgj-E4;https://www.youtube.com/watch?v=KzG-mJgj-E4;
/watch?v=Q0jeohWnmAQ,0;/watch?v=Q0jeohWnmAQ;https://www.youtube.com/watch?v=Q0jeohWnmAQ;https://www.youtube.com/watch?v=Q0jeohWnmAQ;0
/watch?v=a5ZwNfzusLQ,0;/watch?v=a5ZwNfzusLQ;https://www.youtube.com/watch?v=a5ZwNfzusLQ;https://www.youtube.com/watch?v=a5ZwNfzusLQ;0
/watch?v=i1AHCaokqhg,0;/watch?v=i1AHCaokqhg;https://www.youtube.com/watch?v=i1AHCaokqhg;https://www.youtube.com/watch?v=i1AHCaokqhg;0
/watch?v=9tnLXvr6cLM,0;/watch?v=9tnLXvr6cLM;https://www.youtube.com/watch?v=9tnLXvr6cLM;https://www.youtube.com/watch?v=9tnLXvr6cLM;0
/watch?v=wlk1DLm-BjU,0;/watch?v=wlk1DLm-BjU;https://www.youtube.com/watch?v=wlk1DLm-BjU;https://www.youtube.com/watch?v=wlk1DLm-BjU;
/watch?v=q9tYsvRg1as,0;/watch?v=q9tYsvRg1as;https://www.youtube.com/watch?v=q9tYsvRg1as;https://www.youtube.com/watch?v=q9tYsvRg1as;
/watch?v=gIR65Mz8mHQ,0;/watch?v=gIR65Mz8mHQ;https://www.youtube.com/watch?v=gIR65Mz8mHQ;https://www.youtube.com/watch?v=gIR65Mz8mHQ;
/watch?v=7UeRnuGo-pg,0;/watch?v=7UeRnuGo-pg;https://www.youtube.com/watch?v=7UeRnuGo-pg;https://www.youtube.com/watch?v=7UeRnuGo-pg;1
/watch?v=zORUUqJd81M,0;/watch?v=zORUUqJd81M;https://www.youtube.com/watch?v=zORUUqJd81M;https://www.youtube.com/watch?v=zORUUqJd81M;
